AAII_QTR_DATA,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,7.5,7.7,7.6,7.1,6.4,6.1,8.2,10.9,10.7,12.2,12.1,12.3,11.5,10.4,9.5
Current_Liabilities,6.8,6.1,5.6,5.5,5.0,5.5,6.2,7.4,8.8,8.4,4.7,3.7,2.2,8.3,4.7
Diluted_EPS,-0.088,-0.073,-0.016,0.107,-0.036,-0.234,-0.183,-0.122,-0.213,-0.39799999999999996,-0.139,-0.09300000000000001,0.528,-0.08199999999999999,-0.021
Goodwill_Intangibles,1.2,1.3,1.3,1.4,1.4,1.4,1.5,1.5,1.6,1.6,1.7,1.7,1.7,1.8,1.8
Inventory,5.0,4.9,4.1,3.8,4.0,4.1,5.2,7.2,7.7,8.5,8.5,8.0,6.8,6.2,5.8
LT_Debt,1.6,1.6,1.5,1.5,3.1,2.6,2.8,2.7,0.0,0.0,0.0,0.0,0.0,0.2,2.9
Revenue,3.3,4.0,4.2,4.3,3.3,4.3,4.2,3.8,4.1,5.0,5.3,5.4,4.1,5.4,5.6
Shares_Diluted,13.126,12.736,12.227,15.254,11.65,10.291,9.771,9.766,9.766,9.663,9.631,9.611,10.076,9.088,9.27
Total_Assets,11.5,11.9,12.1,11.9,11.1,11.1,13.5,16.6,16.6,18.3,18.5,18.8,18.1,15.6,15.4
Total_Liabilities,9.1,8.6,8.4,8.4,9.6,9.9,10.9,12.3,11.2,11.0,7.5,6.7,5.4,8.4,7.7
