AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,06/30/2020,06/30/2019
Current_Assets,1.8,2.9,4.8,4.3,8.1,5.8,0.9,2.2,1.7,
Current_Liabilities,5.9,4.3,3.1,1.4,2.5,2.4,1.8,1.4,2.7,
Diluted_EPS,-0.505,-0.802,-0.733,-0.628,-0.372,-0.435,-0.652,-0.422,-0.173,-0.058
Goodwill_Intangibles,2.9,2.9,2.8,2.8,2.7,2.6,2.6,1.4,1.3,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.9,0.9,0.8,0.9,0.8,0.9,0.9,0.5,0.0,0.0
Revenue,0.5,0.5,1.3,0.7,2.8,2.1,0.3,0.7,1.1,0.9
Shares_Diluted,5.0448,5.033,4.6935,4.6533,4.5497,4.6563,4.6563,4.6563,19.3833,
Total_Assets,5.2,6.4,8.1,7.6,11.1,8.7,4.0,5.2,5.1,
Total_Liabilities,7.3,5.9,4.5,2.8,3.8,3.8,3.2,2.4,3.4,
