AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,521.0,501.4,452.0,417.7,413.8,469.5,420.1,404.0,394.5,251.0,297.3,,,,,,
Current_Liabilities,208.6,211.7,139.6,211.9,166.2,176.0,157.9,170.7,201.1,241.3,221.0,,,,,,
Diluted_EPS,-0.012,-0.853,0.136,0.097,0.085,-0.04,-0.055,1.963,2.045,-0.246,,,,0.111,,,
Goodwill_Intangibles,3093.9,3104.2,3250.0,3270.9,3299.0,3236.9,3283.5,3305.9,3328.4,3353.3,3209.0,,,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,618.2,619.2,620.2,619.1,619.7,623.2,621.0,621.6,619.5,820.9,553.9,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,242.9,241.6,232.6,429.2,210.0,207.0,199.1,356.9,170.7,165.6,162.3,135.1,119.1,126.3,130.5,120.8,111.4
Shares_Diluted,131.9244,129.5856,193.9864,193.155,191.3299,129.122,121.2341,156.9157,155.9228,109.4468,109.4468,,,,,,
Total_Assets,3702.6,3692.6,3792.8,3767.8,3795.4,3777.0,3749.2,3754.6,3770.1,3637.3,3535.3,,,,,,
Total_Liabilities,1978.4,2064.8,2097.4,2111.8,2152.2,2168.8,2147.1,2274.6,2377.9,1553.3,1250.3,,,,,,
