AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020
Current_Assets,362.8,396.6,402.2,415.9,441.0,0.7,1.0,1.4,1.2,0.2,0.0
Current_Liabilities,16.3,19.4,16.9,15.1,27.7,0.9,0.3,0.2,0.2,0.6,0.3
Diluted_EPS,-0.052,-0.028,-0.078,0.029,-0.123,-0.174,0.098,-0.303,0.044,0.0,-0.001
Goodwill_Intangibles,1.4,1.5,1.5,1.5,1.7,,,,,,
Inventory,0.5,0.4,,,,,,,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,1.2,1.1,0.6,0.0,0.0,0.0
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,313.4224,310.6413,311.6807,310.2559,219.1803,34.5086,34.5,34.5,34.4,30.0,30.0
Total_Assets,427.9,440.4,442.2,453.6,474.4,276.8,277.1,277.5,277.3,0.6,0.3
Total_Liabilities,45.5,48.9,48.5,41.8,82.0,41.9,36.2,40.0,29.3,0.6,0.3
