AAII_QTR_DATA,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,5.5,3.5,5.6,4.9,6.0,10.4,21.2,26.8
Current_Liabilities,11.4,9.1,8.7,7.4,7.8,10.7,10.7,9.2
Diluted_EPS,-0.017,-0.57,-7.191,-5.757,-22.617,-152.245,-50.481,-128.137
Goodwill_Intangibles,1.0,1.1,1.1,3.3,3.5,3.5,3.6,4.4
Inventory,,,0.0,2.1,1.9,2.6,6.4,5.3
LT_Debt,5.0,4.9,5.0,0.1,0.2,0.2,0.2,0.3
Revenue,0.1,0.0,0.0,1.7,0.0,0.0,1.9,2.5
Shares_Diluted,135.6651,3.9884,3.7667,0.1856,0.0932,0.1624,0.2444,0.142
Total_Assets,7.1,5.1,7.4,14.2,16.3,21.7,46.3,59.8
Total_Liabilities,15.4,12.7,12.7,6.7,7.2,10.1,10.4,9.2
