AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,12/31/2019,09/30/2019,06/30/2019
Current_Assets,478.9,486.3,500.8,319.1,302.0,326.0,359.7,386.6,391.9,176.5,88.7,116.1,,,
Current_Liabilities,105.1,103.1,95.8,80.1,65.9,75.9,68.7,67.9,62.9,63.5,54.8,54.0,,,
Diluted_EPS,-0.43,-0.651,0.15,-0.173,-0.456,-1.114,-0.854,-0.934,-0.872,-0.515,-0.528,-1.046,-0.757,-0.828,-1.625
Goodwill_Intangibles,0.5,0.5,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,1.1,1.2,1.1,0.7,0.6,,,,,,,0.0,0.0,0.0,0.0
LT_Debt,82.5,84.1,90.0,82.2,78.7,77.7,77.9,75.8,71.0,71.4,36.8,43.6,0.0,0.0,0.0
Revenue,55.2,59.7,51.1,39.7,27.9,8.2,7.3,7.1,9.6,8.5,7.7,19.7,6.9,7.5,19.2
Shares_Diluted,48.1838,48.0252,51.4433,43.9358,43.8658,43.8621,43.7961,43.7861,38.4513,42.2957,42.2957,42.2957,,,
Total_Assets,534.3,540.5,551.8,366.8,350.0,374.5,410.4,438.1,439.9,227.6,151.0,189.5,,,
Total_Liabilities,194.1,194.5,186.0,162.5,147.4,161.6,159.9,162.4,156.2,163.7,133.1,148.7,,,
