AAII_QTR_DATA,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,735.9,795.0,709.0,724.3,717.8,709.2,684.7,668.1
Current_Liabilities,599.2,664.4,518.5,529.2,552.2,524.1,332.6,328.3
Diluted_EPS,-0.037,-1.25,-0.658,1.329,0.765,-0.302,-0.231,0.642
Goodwill_Intangibles,1009.9,1024.6,738.4,743.7,754.2,763.8,621.5,407.2
Inventory,151.6,139.7,122.9,106.8,124.3,119.9,92.2,84.2
LT_Debt,589.1,524.1,272.1,251.1,235.1,214.7,215.2,208.8
Revenue,350.4,321.5,328.8,471.2,382.7,337.3,305.3,379.7
Shares_Diluted,31.299,31.296,31.273,31.428,31.249,31.15,28.492,27.741
Total_Assets,2261.8,2273.7,1920.0,1847.2,1814.9,1733.1,1549.0,1304.9
Total_Liabilities,1368.9,1377.9,968.4,885.5,869.1,813.2,622.5,604.8
