AAII_QTR_DATA,04/04/2021,01/03/2021,09/27/2020,06/28/2020,03/29/2020,12/29/2019,09/29/2019,06/30/2019,03/31/2019,12/30/2018,09/30/2018
Current_Assets,29.8,25.8,22.6,26.6,30.7,18.1,14.4,17.0,14.1,17.5,12.1
Current_Liabilities,30.9,25.4,30.9,27.9,26.3,31.2,29.8,30.9,29.5,33.8,26.9
Diluted_EPS,0.228,0.266,-0.119,-0.476,-1.201,0.138,0.052,0.147,0.262,0.064,-0.043
Goodwill_Intangibles,25.6,25.6,25.6,25.6,25.6,41.4,41.4,41.4,41.4,41.4,41.4
Inventory,2.8,2.5,2.6,2.9,2.7,3.1,2.6,2.7,2.7,3.1,2.5
LT_Debt,6.4,12.7,13.1,20.2,20.4,2.8,3.3,3.7,4.6,5.9,7.1
Revenue,57.4,52.6,46.2,27.6,57.0,63.4,56.9,62.2,64.7,63.2,56.7
Shares_Diluted,14.86,14.762,14.729,14.695,14.695,14.726,14.808,14.735,14.695,14.695,14.695
Total_Assets,241.2,237.1,239.4,243.4,247.5,247.9,244.7,245.8,243.9,174.5,169.6
Total_Liabilities,128.9,128.6,135.3,138.0,135.6,118.8,118.0,120.4,120.9,60.7,57.0
