AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,395.8,509.1,409.8,470.7,557.0,537.2,426.6,379.3,245.9,462.8,256.4,254.9,236.6,240.0
Current_Liabilities,553.4,612.9,527.2,576.0,529.2,486.1,324.8,270.6,201.3,329.1,150.2,165.8,160.6,171.5
Diluted_EPS,0.236,0.022,-2.267,-0.541,0.964,1.312,-0.148,2.501,-0.057,1.128,-0.514,0.469,-0.222,-0.039
Goodwill_Intangibles,1449.0,1395.5,1415.0,1422.0,775.8,781.1,790.6,222.6,227.5,153.6,155.1,156.7,158.2,159.8
Inventory,2.0,0.9,1.5,1.7,,,,,,,,0.0,0.0,0.0
LT_Debt,977.3,976.2,975.2,974.7,487.4,486.7,486.0,0.0,0.0,0.0,0.0,0.1,0.2,0.3
Revenue,628.2,574.5,575.8,493.1,474.4,453.6,398.5,320.6,649.5,367.3,384.8,393.4,731.7,367.8
Shares_Diluted,14.1155,14.1435,13.9091,13.9934,14.1756,14.3622,14.1665,14.1339,13.6968,13.0686,12.9662,13.0044,12.9751,12.9553
Total_Assets,2059.6,2113.0,2027.4,2135.2,1576.2,1531.8,1425.9,791.6,654.3,797.1,597.4,620.5,605.8,613.4
Total_Liabilities,1677.6,1736.8,1654.2,1731.2,1166.9,1113.0,1014.3,381.6,288.6,391.6,202.7,223.7,211.4,221.1
