AAII_QTR_DATA,01/28/2023,10/29/2022,07/30/2022,04/30/2022,01/29/2022,10/30/2021,07/31/2021,05/01/2021,01/30/2021,10/31/2020,08/01/2020,05/02/2020
Current_Assets,957.5,963.0,1036.0,1068.6,1100.2,406.0,,,,,,
Current_Liabilities,442.2,377.8,341.8,352.3,338.3,284.4,,,,,,
Diluted_EPS,-0.103,-0.113,-0.126,-0.14,-0.485,-0.065,-0.063,-0.077,-0.072,-0.109,-0.112,-0.127
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,40.6,44.5,39.1,42.0,33.1,22.3,,,,,,
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,186.6,169.8,153.5,142.6,125.8,113.8,101.0,87.7,75.9,66.2,56.8,51.0
Shares_Diluted,521.5138,516.5513,511.7584,507.296,520.7909,500.3713,,,,,,
Total_Assets,1617.0,1550.0,1529.0,1545.0,1567.9,839.5,,,,,,
Total_Liabilities,679.0,610.2,575.9,582.5,579.0,519.7,,,,,,
