AAII_QTR_DATA,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018
Current_Assets,0.9,0.7,1.6,1.8,3.9,0.5,0.1,0.4,0.2
Current_Liabilities,4.9,4.7,4.1,3.3,2.9,2.1,2.3,1.8,2.2
Diluted_EPS,-0.197,-0.155,-0.057,-0.254,-0.359,-0.144,0.226,-0.239,0.638
Goodwill_Intangibles,7.1,6.9,6.7,6.7,6.8,1.9,1.9,2.0,2.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,,0.0,0.1,0.1,0.2,0.0,0.0,0.2,0.2
Shares_Diluted,13.7643,13.2464,13.0385,12.9934,11.0561,9.9971,9.5119,8.7906,8.0639
Total_Assets,9.1,9.1,10.2,10.0,12.6,10.7,10.1,6.7,7.0
Total_Liabilities,5.0,4.9,4.1,3.3,2.9,2.2,2.3,1.8,2.2
