AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,338.2,325.8,318.4,320.2,312.8,303.7,190.1,212.0,222.6,0.7,193.8,1.2,1.4,0.0
Current_Liabilities,94.2,101.8,151.7,131.7,134.3,133.0,64.9,61.8,63.8,0.4,54.3,11.3,11.3,0.2
Diluted_EPS,0.032,0.068,-0.01,0.221,0.092,-0.313,-0.133,-0.074,-0.156,-0.746,-0.006999999999999999,-0.006,-0.003,0.0
Goodwill_Intangibles,490.7,503.1,509.6,512.6,519.6,520.7,338.1,269.7,288.4,,382.1,,,
Inventory,228.1,215.1,212.9,193.5,196.0,191.8,111.7,103.5,108.8,,121.1,,,
LT_Debt,432.3,412.9,383.5,384.1,384.7,385.3,172.7,126.3,127.8,0.0,8.4,0.0,0.0,0.0
Revenue,133.5,130.6,132.7,128.9,126.5,105.8,75.7,67.0,66.8,66.0,,,,
Shares_Diluted,41.9184,40.0705,38.661,39.8657,40.1557,38.4307,38.4267,38.4267,38.4267,38.4267,9.1139,8.9867,8.5816,37.5
Total_Assets,920.7,923.6,922.6,918.8,914.4,902.3,596.5,540.3,552.4,306.0,599.9,304.2,302.7,0.2
Total_Liabilities,591.3,583.6,608.7,605.3,612.2,611.5,287.7,233.1,244.2,11.8,112.1,11.3,11.3,0.2
