AAII_QTR_DATA,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,171.6,147.7,148.2,115.5,112.1,145.4,155.7,149.7,131.5,138.2,126.2
Current_Liabilities,442.8,492.7,493.2,491.4,508.5,518.4,483.9,401.7,331.2,291.3,228.0
Diluted_EPS,0.068,-0.133,0.076,0.064,-0.078,-0.196,0.059,-0.358,-0.46,-3.467,-0.08199999999999999
Goodwill_Intangibles,360.8,361.7,355.0,356.1,362.1,363.6,338.0,245.7,222.7,220.6,210.0
Inventory,2.3,2.4,2.7,2.6,2.3,2.1,1.9,1.8,1.4,1.5,1.2
LT_Debt,105.0,19.1,30.3,29.7,13.9,13.6,14.0,0.0,0.0,0.0,25.9
Revenue,107.6,112.5,130.5,94.2,117.7,134.6,156.1,99.2,94.0,80.2,101.0
Shares_Diluted,87.2349,81.1481,89.1973,88.9751,87.0283,87.0119,88.9095,85.2555,82.5209,10.4302,92.6286
Total_Assets,751.1,723.5,713.4,721.2,732.3,737.5,712.9,585.7,527.6,412.8,391.4
Total_Liabilities,677.6,656.9,634.8,656.0,696.4,696.6,655.8,536.7,468.5,330.2,283.5
