AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,219.8,208.2,232.7,257.4,233.8,216.1,219.5,205.7,145.5,180.6,168.4,154.4,305.5,200.6,235.2
Current_Liabilities,58.6,52.6,78.6,83.2,65.3,56.3,55.1,53.8,17.1,58.3,57.1,50.3,155.9,100.2,120.5
Diluted_EPS,-0.026,-0.33,-0.044,0.376,-0.039,0.016,0.189,0.174,0.086,0.118,0.053,-0.16,0.09,-0.101,-0.14
Goodwill_Intangibles,9.5,9.8,10.0,7.6,6.5,5.3,5.5,5.6,5.6,5.7,,,,,
Inventory,76.8,86.7,95.5,93.0,84.6,61.2,61.2,54.6,48.4,46.5,47.2,38.5,28.4,27.2,31.8
LT_Debt,77.4,50.6,2.2,2.3,2.5,2.7,2.9,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,77.5,64.2,73.3,114.5,57.7,67.9,72.8,73.3,52.3,55.6,36.2,13.3,53.2,30.6,31.0
Shares_Diluted,64.006,64.002,64.217,65.133,64.747,65.423,65.724,65.703,63.258,76.6738,63.0797,56.3123,62.435,54.6108,53.2884
Total_Assets,516.6,480.5,469.5,484.5,471.1,424.0,426.2,429.9,343.3,391.7,357.9,346.5,591.5,458.1,562.8
Total_Liabilities,155.0,122.0,99.3,92.2,77.5,65.1,64.5,65.0,24.2,66.6,64.8,57.9,167.2,109.6,132.1
