AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,212.5,229.8,243.1,293.0,310.3,330.2,338.0,0.6,0.8,1.2,1.4,0.2
Current_Liabilities,39.1,41.0,35.3,33.5,24.0,25.4,21.7,2.7,1.8,0.1,0.2,0.2
Diluted_EPS,-0.097,-0.055,-0.121,0.022,0.022,0.017,0.13,-0.173,-0.256,-0.09,-0.007,0.0
Goodwill_Intangibles,48.6,48.7,46.6,6.7,,,,,0.0,0.0,0.0,0.0
Inventory,29.3,26.4,24.6,19.3,12.8,10.4,11.3,,,,,
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,24.1,29.7,25.2,24.2,21.9,26.6,24.0,40.5,,,,
Shares_Diluted,195.3692,194.3128,189.7669,188.8768,191.1007,190.5351,167.0913,122.1581,26.875,26.7659,26.6711,25.0
Total_Assets,327.9,345.9,351.9,356.1,329.7,337.3,344.1,215.7,215.9,216.3,216.4,0.2
Total_Liabilities,89.8,93.4,93.8,89.8,75.3,93.1,111.0,29.9,32.0,25.6,7.7,0.2
