AAII_QTR_DATA,04/01/2023,12/31/2022,09/24/2022,06/25/2022,03/26/2022,12/25/2021,09/25/2021,06/26/2021,03/27/2021,12/26/2020,09/26/2020,06/27/2020,03/28/2020,12/28/2019,09/28/2019,06/29/2019,03/30/2019,12/29/2018,09/29/2018
Current_Assets,1767.0,1534.7,1420.9,1335.8,1240.5,1019.0,1037.9,1082.0,986.5,825.4,729.9,670.7,774.1,693.8,730.7,734.5,784.5,702.6,761.2
Current_Liabilities,406.7,348.3,374.9,418.8,451.6,382.4,380.1,362.4,444.5,339.6,252.8,229.3,229.9,234.3,246.8,226.8,220.5,232.8,244.3
Diluted_EPS,3.072,2.465,2.739,3.654,2.782,2.207,3.01,1.916,1.114,0.644,0.758,0.497,0.574,0.499,0.517,0.4970000000000001,0.28,0.472,0.353
Goodwill_Intangibles,212.0,212.4,212.5,223.1,232.9,233.0,223.6,246.3,246.0,245.0,248.0,216.3,217.4,213.4,213.1,215.8,214.7,212.3,215.2
Inventory,452.8,448.9,454.5,476.0,471.9,430.2,405.6,385.0,365.5,315.0,271.3,244.4,270.1,292.1,277.6,300.4,344.9,329.8,313.4
LT_Debt,1.3,1.2,1.2,1.1,1.1,1.1,121.0,351.0,286.6,286.6,343.0,323.1,468.2,378.7,434.1,479.3,559.8,489.6,510.0
Revenue,971.2,877.6,944.8,1150.0,1010.0,956.4,982.2,1012.6,818.1,675.9,619.1,500.2,602.9,543.8,608.6,666.4,611.8,559.1,646.0
Shares_Diluted,56.4,56.357,56.424,56.528,56.91,56.903,56.808,56.812,56.672,56.543,56.366,56.194,56.458,56.49,56.31399999999999,56.31399999999999,56.254,56.93,57.417
Total_Assets,2479.6,2242.4,2109.8,2047.0,1946.0,1728.9,1728.5,1789.4,1698.3,1528.6,1420.0,1323.4,1445.9,1370.9,1402.8,1417.1,1475.1,1369.5,1421.7
Total_Liabilities,517.3,451.5,484.5,536.5,575.6,506.8,621.0,843.7,857.2,751.8,702.4,652.7,800.3,727.5,795.1,828.8,909.7,821.2,852.8
