AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019
Current_Assets,18.3,19.9,21.5,1.2,1.8,2.6,3.2,0.2,0.3,0.1,0.1,0.2,1.4
Current_Liabilities,0.6,0.5,0.4,0.9,1.3,1.3,1.0,1.4,0.9,18.4,13.7,13.7,11.1
Diluted_EPS,-1.285,-1.367,-8.554,-4.989,-5.105,-21.445,-10.651,-2.098,-12.557,-21.033,-170.843,-0.235,-0.237
Goodwill_Intangibles,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.7,0.8,0.8
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.2,5.8,5.0,4.7,4.3,0.0,0.0,0.0,0.0,0.2,0.2
Revenue,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,3.6384,3.5232,2.3853,0.8387,0.7959,0.7299,0.5409,0.3987,0.3723,0.359,0.0091,21.5204,17.5095
Total_Assets,19.4,20.9,22.5,2.2,2.9,3.7,4.3,1.4,1.6,1.4,1.5,1.5,2.4
Total_Liabilities,0.9,0.8,0.9,7.1,6.7,6.4,5.7,16.5,16.1,18.9,14.2,13.9,11.4
