AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,124.3,130.8,154.2,188.2,205.6,221.6,224.5,246.4,235.1,256.8,282.8,165.3,183.5,200.8,222.5,239.9
Current_Liabilities,15.0,10.7,16.1,14.9,13.9,14.5,24.4,16.8,17.3,21.1,24.4,21.5,19.9,25.2,18.5,14.6
Diluted_EPS,-0.507,-0.48,-1.341,-0.413,-0.55,-0.685,-1.12,-0.094,0.195,-0.76,-0.976,-0.965,-0.7190000000000001,-1.054,-1.026,-0.866
Goodwill_Intangibles,,,0.0,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,,,0.0,6.3,0.0,0.0,1.0,34.6,39.4,4.1,4.8,4.2,3.1,3.9,3.7,4.3
Shares_Diluted,48.2935,48.1239,44.9462,45.5693,42.8763,39.6797,35.1904,35.506,37.2915,35.0798,27.7389,25.9126,25.7405,25.6688,25.5037,24.8784
Total_Assets,143.4,162.7,191.1,249.0,262.1,278.9,283.3,306.3,294.8,313.3,339.9,223.3,241.5,259.2,268.0,283.0
Total_Liabilities,19.5,15.9,22.1,24.3,30.3,31.7,42.7,35.8,27.7,61.5,66.7,66.9,66.8,68.8,57.4,53.5
