AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,39.2,44.1,43.4,48.7,62.9,83.5,100.2,86.7,118.1,150.7,198.6,226.4,350.9,178.4,194.5,210.8,228.1,249.1,265.9,290.1
Current_Liabilities,129.1,138.9,143.3,152.8,352.0,168.2,182.5,198.5,203.2,213.8,236.3,237.0,232.1,271.4,276.9,128.3,140.5,143.8,141.4,158.5
Diluted_EPS,-0.035,-0.052,0.032,-1.97,-0.608,-0.108,-0.282,-3.152,-0.301,-0.915,-0.982,-2.051,-1.886,-0.459,-0.381,-0.14,-0.363,0.147,-0.016,0.07
Goodwill_Intangibles,176.2,176.3,176.0,177.6,216.8,232.5,232.6,233.3,233.4,233.5,232.4,232.0,234.2,301.2,321.7,354.5,387.9,403.5,412.5,
Inventory,1.9,2.6,5.1,3.1,8.6,16.0,16.8,23.0,38.2,51.5,57.7,62.6,59.0,68.4,74.6,77.3,90.9,85.6,87.6,79.4
LT_Debt,174.7,174.8,171.9,180.0,0.0,194.2,195.8,186.9,177.5,205.1,205.2,205.5,301.2,88.5,118.7,118.9,107.5,107.6,90.0,90.0
Revenue,55.8,60.0,61.9,276.0,63.8,69.3,76.8,411.7,100.3,104.3,111.4,60.1,153.8,208.8,247.0,248.2,258.3,274.7,287.8,300.4
Shares_Diluted,46.301,46.148,46.054,43.582,45.886,45.721,36.85,35.956,36.011,35.931,35.908,35.87,35.815,35.798,36.249,38.616,40.314,44.479,44.73,46.861
Total_Assets,640.9,687.7,722.0,769.3,862.8,926.2,968.9,996.4,1048.0,1105.2,1251.8,1342.8,1550.8,1498.6,1556.7,682.8,739.0,789.2,820.6,856.7
Total_Liabilities,673.7,719.3,751.9,800.3,851.7,887.9,929.0,979.3,998.5,1046.7,1162.3,1217.1,1353.3,1223.5,1273.0,358.6,363.2,364.1,352.3,370.3
