AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,318.4,264.2,279.7,394.9,330.1,308.6,267.2,297.6,315.3,264.3,211.2,268.0,300.9,281.7,249.0,307.9
Current_Liabilities,236.4,203.0,261.4,318.6,237.2,240.8,238.5,207.6,191.5,192.1,179.5,193.5,201.2,211.7,198.4,204.8
Diluted_EPS,1.42,0.767,0.692,1.216,1.243,1.02,-1.065,0.208,-0.038,0.12,0.202,0.429,0.506,-0.040999999999999995,-0.03,1.404
Goodwill_Intangibles,487.3,484.9,482.4,474.0,471.3,470.5,470.9,514.7,520.2,523.3,527.2,530.1,531.9,533.7,535.0,513.2
Inventory,,,5.6,5.1,4.3,6.5,4.9,9.9,11.0,15.2,11.1,13.7,13.0,14.8,12.1,13.8
LT_Debt,239.8,200.3,129.9,196.8,247.2,252.7,230.5,291.9,350.2,336.6,296.0,364.1,419.1,411.7,362.7,397.2
Revenue,266.2,211.0,232.8,247.7,267.5,245.3,210.3,209.5,254.0,220.7,190.3,195.9,258.9,229.6,200.3,216.9
Shares_Diluted,32.4,34.4,37.0,34.7,34.5,34.5,33.6,34.2,34.0,34.3,34.6,34.3,34.2,34.0,33.8,34.2
Total_Assets,925.2,871.6,883.3,994.5,931.5,900.1,865.6,930.3,963.8,934.8,886.9,962.3,1009.1,1002.4,868.7,913.4
Total_Liabilities,583.8,517.7,506.3,635.6,611.9,624.1,617.8,652.6,693.4,667.7,618.3,696.2,760.0,774.9,642.7,681.7
