AAII_QTR_DATA,01/02/2023,10/02/2022,07/02/2022,04/02/2022,01/02/2022,10/02/2021,07/03/2021,04/03/2021,01/02/2021,09/26/2020,06/27/2020,03/28/2020,12/28/2019,09/28/2019,06/29/2019,03/30/2019,12/29/2018,09/29/2018
Current_Assets,27.4,34.8,38.1,27.1,26.3,28.0,28.2,29.9,36.2,35.4,38.0,29.7,28.6,34.7,34.7,38.2,37.1,38.8
Current_Liabilities,47.4,48.6,64.9,46.5,44.7,48.2,48.7,56.9,56.9,51.9,84.4,87.4,84.0,85.7,49.3,51.6,52.0,53.4
Diluted_EPS,,0.43,-1.287,-1.326,-46.044,68.173,30.356,-23.848,-46.995,-23.466,-3.554,-5.381,-2.141,-1.177,-0.251,-0.057,-0.347,-0.43
Goodwill_Intangibles,37.3,44.3,46.2,36.4,37.5,41.1,42.1,42.7,43.1,42.5,45.4,46.2,50.6,52.6,53.3,54.0,54.7,55.4
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,17.1,17.4,8.3,0.1,0.3,0.4,16.2,22.2,39.9,42.4,14.1,0.2,0.4,0.5,35.5,35.5,35.6,47.9
Revenue,69.9,66.1,59.1,49.9,50.8,47.5,99.5,49.0,53.8,48.6,43.4,58.7,63.8,67.3,73.5,73.8,74.1,71.3
Shares_Diluted,8448.095,2.402,1.7593,1.7529,0.1596,0.1108,0.0976,0.0604,0.1597,0.1463,1.4482,1.4123,1.4786,1.4703,8.3371,6.9146,5.0246,4.7214
Total_Assets,81.7,95.6,101.2,72.8,73.7,79.1,77.7,80.0,86.9,85.3,91.8,84.8,88.8,97.4,98.5,101.3,96.4,98.9
Total_Liabilities,,75.3,82.9,51.9,50.4,57.2,70.8,84.9,102.9,100.6,103.8,91.9,89.2,92.0,92.6,94.0,92.2,106.0
