AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,1209.0,1243.0,1409.0,1345.0,1173.0,1108.0,1019.0,1314.0,,,
Current_Liabilities,726.0,728.0,1029.0,884.0,687.0,758.0,784.0,541.0,,,
Diluted_EPS,2.251,2.075,1.293,-1.338,0.588,1.4,2.128,2.6,1.47,1.153,1.221
Goodwill_Intangibles,140.0,135.0,132.0,136.0,161.0,141.0,145.0,158.0,,,
Inventory,506.0,364.0,338.0,304.0,376.0,342.0,344.0,340.0,,,
LT_Debt,954.0,1003.0,1200.0,1290.0,1341.0,1358.0,1393.0,20.0,0.0,0.0,0.0
Revenue,959.0,927.0,968.0,912.0,821.0,778.0,731.0,695.0,796.0,738.0,1475.0
Shares_Diluted,43.1,45.3,44.1,44.1,44.2,44.3,43.2345,44.2328,,,
Total_Assets,2798.0,2710.0,2797.0,2741.0,2709.0,2597.0,2737.0,3109.0,,,
Total_Liabilities,2008.0,2032.0,2539.0,2489.0,2378.0,2415.0,2472.0,825.0,,,
