AAII_QTR_DATA,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,32.9,24.6,29.5,28.3,21.1,21.3,21.2,22.5
Current_Liabilities,24.3,22.4,28.2,26.2,14.8,13.4,13.2,12.3
Diluted_EPS,-0.582,-1.673,-0.416,-0.735,-0.593,-0.817,-0.787,-0.707
Goodwill_Intangibles,31.3,32.1,32.9,33.7,6.4,6.7,7.0,8.7
Inventory,7.6,6.6,7.1,8.2,5.8,5.5,5.4,5.9
LT_Debt,20.2,20.1,18.6,18.9,17.0,14.1,9.5,13.6
Revenue,22.3,28.9,36.1,28.3,25.8,23.9,25.9,25.7
Shares_Diluted,3.041,2.055,2.05,2.046,2.038,2.0278,2.0245,2.018
Total_Assets,89.3,83.8,90.6,91.4,57.9,54.6,50.6,55.2
Total_Liabilities,47.6,46.0,49.9,50.5,34.6,30.3,24.8,27.9
