AAII_QTR_DATA,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,1.3,2.5,3.8,4.2,4.4,4.3,4.0,4.0
Current_Liabilities,1.8,2.4,3.4,3.0,3.3,1.1,1.3,1.1
Diluted_EPS,-0.053,-0.115,-0.059,-0.001,0.003,-0.353,-0.016,-0.026
Goodwill_Intangibles,,,,,,0.0,3.1,3.1
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,2.0,3.0,3.1,3.4,3.1,3.4,3.3,3.2
Shares_Diluted,17.3379,17.3422,17.3422,17.3422,17.3422,17.3422,17.3422,17.3422
Total_Assets,4.3,6.2,8.9,9.8,10.0,6.3,12.5,12.6
Total_Liabilities,3.0,3.9,4.8,4.6,4.8,1.2,1.3,1.2
