AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,314.0,330.0,275.4,286.2,293.1,286.7,46.6,40.0,33.4,30.1,37.7,36.0,32.4,24.3,27.0,27.7
Current_Liabilities,46.4,32.9,38.1,34.1,36.0,28.2,24.3,22.4,26.1,21.1,25.2,22.7,21.4,21.5,21.6,20.8
Diluted_EPS,-0.127,0.003,0.137,0.126,0.15,-0.126,0.117,0.281,-0.248,-0.161,-0.153,0.034,-0.037000000000000005,-0.06,-0.004,0.039
Goodwill_Intangibles,32.2,32.2,32.2,32.2,32.2,32.2,32.2,32.3,32.3,32.3,32.3,32.4,32.4,32.4,43.6,32.5
Inventory,1.4,1.5,1.7,2.1,1.9,1.6,1.5,1.5,1.8,2.1,2.3,1.9,1.9,1.4,1.4,1.4
LT_Debt,403.5,403.2,304.4,308.2,308.5,308.5,110.1,110.6,109.4,106.6,106.8,106.9,107.1,98.3,98.5,98.7
Revenue,44.4,41.4,43.3,47.2,47.4,42.2,38.3,42.0,14.5,30.9,39.0,44.3,41.7,40.5,40.7,44.0
Shares_Diluted,34.364,36.623,36.7668,36.636,36.628,27.357,29.8736,27.464,27.079,27.076,27.0303,27.500999999999998,26.969,26.94,25.4855,28.49
Total_Assets,579.8,564.5,473.8,470.1,468.2,453.9,212.6,208.0,203.4,202.9,211.3,208.5,205.1,197.9,182.3,182.4
Total_Liabilities,470.3,451.2,361.1,362.8,365.8,357.5,155.9,155.0,158.2,151.1,155.2,148.5,147.7,139.6,120.9,121.8
