AAII_QTR_DATA,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,285.0,340.2,374.7,425.8,379.0,358.7,372.6,398.0
Current_Liabilities,186.8,217.0,246.4,275.0,392.0,372.5,382.3,249.2
Diluted_EPS,-0.147,-0.053,-0.08,-0.041,-0.01,-0.039,-0.575,-0.869
Goodwill_Intangibles,151.7,152.1,159.9,160.4,161.0,161.5,162.0,181.1
Inventory,37.3,34.8,35.0,64.1,51.6,46.9,55.7,57.2
LT_Debt,120.3,141.5,149.7,167.0,0.2,0.2,0.0,181.3
Revenue,203.3,261.4,320.0,286.5,283.9,267.2,293.8,270.9
Shares_Diluted,53.662,53.474,53.467,53.32,51.773,51.83,51.768,51.688
Total_Assets,525.0,583.3,629.3,680.1,631.6,600.1,621.7,661.8
Total_Liabilities,359.4,411.4,451.0,499.6,448.9,417.8,440.8,449.9
