AAII_QTR_DATA,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,638.0,624.5,435.6,409.4,621.2,399.8,355.2,371.8,715.6
Current_Liabilities,546.0,632.2,835.1,830.5,882.6,494.4,484.9,607.1,798.7
Diluted_EPS,11.069,4.472,6.178,3.343,10.553,3.366,3.986,2.924,9.461
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,129.0,125.6,123.0,123.8,122.2,107.6,93.5,126.3,127.3
LT_Debt,3344.0,3343.5,2947.9,2947.3,2946.8,2850.5,2667.8,2552.3,2551.8
Revenue,553.0,431.9,518.9,496.8,596.5,441.2,555.1,494.1,547.6
Shares_Diluted,13.3708,13.3708,13.3708,13.3708,13.3708,13.3708,13.3708,13.3708,13.3708
Total_Assets,9858.0,9679.6,9404.1,9277.5,9302.6,8830.5,8647.0,8411.4,8378.2
Total_Liabilities,5928.0,6008.5,5808.7,5805.7,5858.5,5485.4,5305.0,5180.7,5339.5
