AAII_QTR_DATA,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,698.8,618.7,537.8,383.6,317.5,274.7,245.0,214.2,217.6,229.6,232.3
Current_Liabilities,243.3,230.1,206.1,175.8,200.1,184.7,149.4,130.9,141.4,151.2,129.9
Diluted_EPS,1.743,2.358,3.296,2.733,0.907,1.135,0.525,0.786,0.875,2.296,1.754
Goodwill_Intangibles,511.0,514.0,506.7,503.2,509.0,529.6,518.1,533.3,544.0,545.6,550.6
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,41.2,44.2,47.2,50.2,53.2
Revenue,189.1,206.0,193.9,206.7,151.3,160.9,136.2,138.8,136.0,170.2,143.5
Shares_Diluted,19.644,19.71,19.406,18.927,18.189,17.921,17.441,17.809,18.015,18.582,19.046
Total_Assets,1349.3,1297.3,1210.4,992.4,932.0,902.5,863.8,842.6,856.4,852.8,859.4
Total_Liabilities,338.6,323.2,301.7,227.1,251.7,236.9,241.6,229.0,241.8,239.1,206.8
