AAII_QTR_DATA,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,375.5,416.4,454.7,522.2,565.4,426.6,478.6,287.2,292.3,475.8,510.6,532.7,547.3
Current_Liabilities,78.4,69.3,58.5,82.7,92.3,93.1,88.8,95.4,97.4,66.2,56.0,58.4,55.3
Diluted_EPS,-1.038,-1.055,-0.998,-1.26,-1.082,-0.963,-0.535,-1.257,-6.751,-0.889,-0.833,-0.5329999999999999,-1.077
Goodwill_Intangibles,98.9,100.8,102.8,104.8,106.8,108.7,108.7,108.7,108.7,108.7,108.7,108.7,108.7
Inventory,3.5,2.9,2.3,1.0,1.0,0.5,,,,,,,
LT_Debt,155.9,153.6,151.5,149.4,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,22.6,18.8,13.7,8.5,2.9,1.0,1.2,1.9,0.6,1.1,,0.0,0.0
Shares_Diluted,55.905,55.836,55.75,55.707,55.548,55.355,48.185,44.581,43.028999999999996,42.458,42.236000000000004,42.081,39.242
Total_Assets,497.0,540.1,581.0,651.1,692.0,555.1,606.9,414.3,420.4,604.6,640.5,648.3,659.6
Total_Liabilities,272.7,267.2,259.7,281.5,270.0,150.0,156.4,169.2,169.8,138.9,143.7,125.5,120.9
