AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,573.8,355.7,332.7,320.5,331.7,374.6,378.3,404.4,468.5,499.6,448.5,317.0,293.7,312.0,308.2,295.4,319.5
Current_Liabilities,542.8,538.1,292.7,267.5,426.7,273.3,281.4,363.4,666.3,640.3,848.1,525.8,237.9,226.4,214.2,224.3,238.4
Diluted_EPS,0.228,0.153,0.098,-0.168,-0.135,0.146,-0.046,0.288,1.0090000000000001,0.836,0.5329999999999999,-0.058,0.006,0.236,0.149,0.013000000000000001,-0.135
Goodwill_Intangibles,112.5,112.5,112.5,112.5,112.5,112.5,112.5,112.5,112.5,112.5,112.5,112.5,112.5,112.5,112.5,112.5,112.5
Inventory,,88.9,80.8,77.2,73.6,66.3,57.9,,45.2,,66.7,,,,68.8,,
LT_Debt,1911.5,1835.0,2167.8,2134.5,1936.6,2007.6,2017.4,1986.6,1705.7,1737.8,1330.9,1673.6,1706.4,1683.9,1698.2,1767.5,1879.4
Revenue,300.4,217.4,213.5,171.8,170.0,194.0,174.9,247.4,387.1,411.8,338.0,187.6,193.4,238.3,217.1,188.8,166.8
Shares_Diluted,206.983,203.531,202.445,197.819,197.692,197.775,197.707,197.858,197.84900000000002,197.765,204.092,171.05599999999995,169.946,169.821,169.813,169.80900000000003,169.80900000000003
Total_Assets,4365.1,4061.0,4117.1,3988.4,3981.6,3927.7,3918.2,3983.7,4051.7,3997.9,3697.8,3588.4,3169.1,3122.3,3077.8,3131.6,3255.1
Total_Liabilities,2458.2,2376.8,2464.1,2405.8,2367.7,2286.8,2306.2,2362.5,2386.1,2393.8,2187.8,2208.8,1954.4,1918.2,1914.0,1993.4,2119.4
