AAII_QTR_DATA,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,1823.0,2556.0,1605.0,1496.0,1551.0,1518.0,1600.0,1630.0,1652.0,1589.0,1780.0
Current_Liabilities,844.0,827.0,703.0,639.0,754.0,766.0,702.0,740.0,753.0,783.0,750.0
Diluted_EPS,-0.542,-1.071,-1.667,0.344,0.089,-0.591,0.324,0.284,1.266,1.3769999999999998,1.5659999999999998
Goodwill_Intangibles,29.0,29.0,573.0,564.0,561.0,573.0,568.0,586.0,587.0,597.0,607.0
Inventory,600.0,630.0,764.0,767.0,740.0,786.0,798.0,823.0,813.0,762.0,772.0
LT_Debt,503.0,1084.0,1086.0,1089.0,1102.0,938.0,938.0,824.0,853.0,853.0,1103.0
Revenue,944.0,238.0,1124.0,1012.0,1031.0,1244.0,1283.0,1317.0,1376.0,1390.0,1367.0
Shares_Diluted,53.5,55.1,55.2,55.3,56.1,57.5,61.7,63.3,63.2,63.2,63.2
Total_Assets,4121.0,4856.0,4791.0,4805.0,4833.0,4903.0,4884.0,4993.0,5022.0,4925.0,5182.0
Total_Liabilities,2030.0,2596.0,2580.0,2528.0,2652.0,2527.0,2445.0,2374.0,2414.0,2387.0,2629.0
