AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,96.2,49.4,45.5,43.5,55.2,54.0,35.5,,,,
Current_Liabilities,94.7,63.6,55.3,53.9,51.2,37.5,53.6,,,,
Diluted_EPS,,-0.164,-1.223,-0.276,-0.219,-0.387,-0.254,-0.122,-0.113,-0.037,-0.101
Goodwill_Intangibles,131.5,112.9,114.5,184.6,187.2,157.1,160.9,,,,
Inventory,1.5,2.0,1.7,1.0,0.7,0.6,0.5,,,,
LT_Debt,74.7,89.5,84.6,74.7,74.9,75.0,116.7,0.0,0.0,0.0,0.0
Revenue,53.7,37.2,36.7,32.9,41.1,32.7,32.1,31.7,23.1,12.5,21.8
Shares_Diluted,,63.4605,62.9925,62.6909,62.6909,62.6909,62.6909,,,,
Total_Assets,257.7,184.4,178.6,259.8,261.8,216.0,201.6,,,,
Total_Liabilities,187.8,169.6,157.5,165.6,154.5,137.7,184.1,,,,
