AAII_QTR_DATA,07/31/2022,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018
Current_Assets,2830.5,2453.4,3276.9,2717.7,3652.7,3018.2,3272.4,3055.2,3080.4,2629.2,2822.8,2647.6,3145.4,3114.8,3378.5,3108.1,1262.7
Current_Liabilities,1733.1,1689.7,2098.7,1524.7,1543.0,1398.2,1524.7,1257.0,1233.7,1160.0,1312.3,1136.6,1027.2,973.6,1045.1,809.4,741.3
Diluted_EPS,-1.296,-1.898,-0.885,-2.143,-2.341,-2.887,-0.862,-1.256,-1.6440000000000001,-1.94,-0.146,-0.37799999999999995,-0.6709999999999999,-1.043,0.013999999999999999,-0.381,-1.524
Goodwill_Intangibles,1538.3,1552.3,1566.4,1580.4,1594.5,1526.2,1541.0,1500.3,1502.0,1516.5,1531.3,1527.5,580.8,587.9,595.0,602.1,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,3870.2,3866.2,3137.7,3095.8,3054.5,2329.2,2302.6,2275.3,2248.4,1735.0,1714.6,1694.0,1673.6,1653.5,1634.5,1614.9,0.0
Revenue,798.8,674.1,901.1,664.8,605.7,502.1,745.1,558.6,491.7,434.1,791.2,626.3,516.6,424.9,622.1,481.0,699.9
Shares_Diluted,161.787,160.339,159.09,160.202,164.018,163.169,161.982,160.515,158.952,157.534,155.819,152.404,150.306,149.06,147.783,146.391,145.703
Total_Assets,5209.6,5210.0,5790.9,5088.9,6046.3,5297.9,5868.5,5594.7,5646.5,5224.3,5439.5,5069.8,4487.6,4406.7,4500.2,4139.7,2151.5
Total_Liabilities,5893.5,5871.9,5568.1,4911.2,4911.7,4051.6,4274.5,3985.4,3977.0,3414.2,3440.0,3243.7,3053.7,2980.7,2979.8,2717.8,1004.7
