AAII_QTR_DATA,01/02/2021,10/03/2020,06/27/2020,03/28/2020,12/28/2019,09/28/2019,06/29/2019,03/30/2019,12/29/2018,09/29/2018
Current_Assets,528.4,501.0,483.1,479.6,460.8,450.5,467.9,474.0,460.0,428.2
Current_Liabilities,313.7,296.9,242.4,260.4,270.4,251.6,248.2,259.5,257.3,239.1
Diluted_EPS,0.088,-14.557,0.227,-0.056,0.274,0.247,0.696,0.728,0.537,0.556
Goodwill_Intangibles,523.6,523.7,808.9,809.8,736.0,735.6,688.7,690.5,690.2,615.4
Inventory,179.6,174.2,177.2,180.2,177.0,167.2,164.9,179.1,183.5,139.1
LT_Debt,541.6,542.2,565.8,566.6,483.9,484.6,434.2,436.3,435.6,355.6
Revenue,198.8,215.1,196.2,211.5,205.8,224.1,232.2,233.0,203.2,197.9
Shares_Diluted,19.476,19.281,19.315,19.193,19.369,19.48,19.52,19.441,19.556,19.365
Total_Assets,1168.2,1150.2,1423.1,1423.8,1329.4,1298.0,1257.3,1260.6,1247.9,1139.4
Total_Liabilities,935.3,929.0,934.3,942.2,840.7,813.9,762.8,775.6,774.5,661.5
