AAII_QTR_DATA,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,209.1,227.4,237.7,257.2,270.3,274.2,286.3,303.9,330.0,368.5,361.7,338.0,351.1,343.5
Current_Liabilities,176.0,177.5,164.6,164.3,160.9,147.2,144.2,153.7,162.2,181.6,181.9,167.4,185.3,189.3
Diluted_EPS,-0.657,-0.741,-0.39,-0.481,-0.309,-0.239,-0.184,-0.214,-0.121,0.031,-0.014,-0.039,-0.044000000000000004,-0.017
Goodwill_Intangibles,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.6,2.7,2.7,2.6,2.6,2.5
Inventory,30.2,30.5,26.8,14.2,26.4,25.8,29.4,20.3,36.0,34.1,35.8,26.3,37.6,31.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,63.2,82.7,62.3,71.9,76.6,78.7,50.3,77.3,82.4,125.2,104.9,106.1,110.2,132.9
Shares_Diluted,51.625,51.625,51.625,51.625,51.625,51.625,51.625,51.625,51.625,51.625,51.625,51.625,51.625,51.625
Total_Assets,414.6,450.0,475.4,495.2,518.9,521.2,530.6,549.7,564.4,594.7,593.5,569.1,584.3,578.9
Total_Liabilities,187.8,189.3,176.5,176.1,175.0,161.3,158.4,168.1,176.5,196.1,196.4,181.6,199.4,203.0
