AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
Current_Assets,1366.6,1324.0,1338.6,1196.1,1215.9,1197.5,1224.0,,,,,65.2,258.0,261.0
Current_Liabilities,142.2,126.9,148.8,108.2,132.7,134.7,139.4,,,,,3.3,3.3,5.5
Diluted_EPS,,1.357,-3.471,-0.119,0.763,0.642,-0.781,0.761,0.615,3.043,1.802,1.84,-3.923,0.218
Goodwill_Intangibles,2369.4,2371.7,2376.1,2372.7,2374.0,2376.0,2378.5,,,,,,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
LT_Debt,2842.6,2850.4,2908.1,2706.8,2748.7,2807.9,2817.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,135.8,153.0,133.3,138.2,137.6,138.8,142.4,139.1,144.8,153.5,153.7,,0.0,0.0
Shares_Diluted,,12.615,12.49,12.1131,13.5623,49.5371,49.5469,,,,,31.017,30.933000000000003,31.008000000000006
Total_Assets,4816.0,4797.2,4840.3,4662.5,4686.3,4710.5,4623.6,,,,,144.7,299.6,390.8
Total_Liabilities,4438.1,4441.6,4505.6,4321.6,4366.8,4402.8,3474.2,,,,,31.2,39.7,40.8
