AAII_QTR_DATA,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,09/30/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018
Current_Assets,626.0,638.0,627.1,646.6,486.0,437.7,449.7,96.0,351.8,352.5,335.8,317.6,338.2
Current_Liabilities,243.0,234.5,200.2,179.5,197.9,204.0,183.4,28.3,151.4,151.1,122.6,143.8,134.8
Diluted_EPS,0.47,0.274,0.569,-0.132,0.374,-0.053,0.137,,0.21100000000000002,0.196,0.451,0.461,0.404
Goodwill_Intangibles,1121.0,1129.0,1131.8,1140.2,1140.0,1153.3,1162.3,26.7,519.6,526.2,512.6,508.6,505.4
Inventory,179.1,170.1,163.9,168.0,185.5,184.2,200.3,49.4,138.2,134.2,115.9,111.1,107.6
LT_Debt,862.1,920.9,975.8,1055.8,948.2,889.7,880.1,0.0,220.9,223.2,227.6,184.9,187.3
Revenue,314.0,294.0,297.0,233.4,236.9,288.5,257.2,,239.5,228.6,224.5,225.6,228.9
Shares_Diluted,,44.0732,42.9585,42.1531,42.1875,42.5612,42.1688,,41.8498,41.7594,41.68600000000001,41.7058,41.6715
Total_Assets,2031.3,2050.3,2040.5,2071.8,1912.4,1890.9,1906.0,,1070.4,1062.8,1022.0,983.6,963.7
Total_Liabilities,1214.1,1262.6,1282.1,1342.2,1223.9,1167.6,1173.9,,408.8,406.9,380.4,361.2,354.8
