AAII_QTR_DATA,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019
Current_Assets,82.2,72.4,64.8,36.9,34.3,31.9,31.7,20.9,21.4,30.3,36.2,36.3,29.5
Current_Liabilities,24.4,21.1,30.0,19.6,16.2,30.8,31.3,13.5,10.2,13.8,13.4,10.6,7.3
Diluted_EPS,258.897,817.884,398.242,215.1,265.83,-106.216,-20.002,23.452,-388.26300000000003,-49.033,-156.80200000000005,61.698,-62.166
Goodwill_Intangibles,,,,,,,0.0,1.4,1.4,1.4,1.4,1.4,1.4
Inventory,22.9,21.7,20.7,22.7,16.7,20.1,13.8,11.1,13.5,18.3,13.8,17.7,12.3
LT_Debt,24.5,25.9,27.6,6.9,18.1,10.8,5.9,10.9,13.5,6.4,6.6,7.1,7.3
Revenue,99.5,109.8,96.9,89.3,74.0,49.4,44.4,34.1,33.1,53.4,53.6,56.4,49.4
Shares_Diluted,0.0306,0.0306,0.0306,0.0306,0.0306,0.0306,0.0306,0.0306,0.0306,0.0306,0.0306,0.0306,0.0306
Total_Assets,157.6,148.5,145.1,116.0,115.8,114.5,116.2,105.9,107.4,120.0,106.1,108.4,103.4
Total_Liabilities,60.8,59.7,71.2,52.4,58.8,65.7,64.1,53.2,55.4,56.1,40.6,38.2,35.0
