AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020
Current_Assets,1.2,1.6,2.7,4.1,6.1,3.0,0.1,0.1,0.1,0.1,0.1
Current_Liabilities,0.4,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0
Diluted_EPS,0.0,0.0,0.0,-0.001,-0.096,-0.001,-0.004,-0.001,-0.002,-0.002,-0.002
Goodwill_Intangibles,,,1.8,1.8,1.8,,,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,7406.506,17383.83,8475.526,7000.847,20.536,20.9959,20.6,20.5905,20.0594,19.7702,18.3725
Total_Assets,1.3,1.7,4.6,6.1,7.9,3.0,0.1,0.2,0.2,0.1,0.2
Total_Liabilities,0.4,0.1,0.1,0.2,0.0,0.0,0.1,0.1,0.1,0.0,0.1
