AAII_QTR_DATA,12/31/2022,06/30/2022,12/31/2021,06/30/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,757.1,915.5,495.8,1101.5,1061.3,1305.9,1286.9,0.0,1053.4,901.1,1058.2,0.0,0.0,0.0
Current_Liabilities,54.3,101.0,98.5,83.4,87.5,95.9,93.1,0.0,138.1,113.1,507.5,0.0,0.0,0.0
Diluted_EPS,,1.303,1.284,1.179,0.785,0.194,1.22,0.821,0.163,0.168,0.121,0.888,1.071,0.8009999999999999
Goodwill_Intangibles,104.0,101.6,1.9,1.9,1.9,1.9,1.9,5371.0,1.9,1.9,1.9,5494.0,5525.0,5556.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,14.3,13.7,13.2,12.9,12.7,3721.0,12.2,0.0,0.0,3520.0,3484.0,2439.0
Revenue,,75.1,42.7,66.3,19.8,10.7,68.8,1480.0,20.2,18.5,25.0,1451.0,1516.0,1398.0
Shares_Diluted,,72.6241,52.6279,61.369,61.6344,61.3791,61.4699,543.0,70.2786,233.7772,230.6632,562.0,564.0,567.0
Total_Assets,1055.4,1239.3,853.2,1414.0,1343.2,1307.8,1288.9,51005.0,1055.3,903.0,1060.1,38679.0,37191.0,37520.0
Total_Liabilities,89.6,124.2,116.6,100.8,102.3,111.5,108.4,41852.0,184.0,144.0,532.4,30356.0,28834.0,29517.0
