AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,11.9,12.8,13.0,15.9,14.7,14.4,13.2,12.4,11.7,7.9,8.0,6.4,7.8,7.5,7.1,7.2,7.0,6.2,6.3
Current_Liabilities,5.3,5.0,5.1,6.8,5.3,5.4,5.1,5.3,5.4,4.1,5.6,4.2,5.7,5.5,5.4,5.4,5.4,4.7,4.3
Diluted_EPS,-0.14,0.06,-0.122,0.014,0.044,0.111,0.072,0.317,0.028,0.26,-0.663,-0.128,-0.015,0.01,0.015,0.019,0.002,-0.0279999999999999,-0.008
Goodwill_Intangibles,1.7,1.7,1.7,1.8,1.8,1.8,1.8,1.9,1.9,,0.0,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4
Inventory,5.7,5.6,6.1,5.9,5.2,5.2,4.4,4.0,3.7,3.2,3.4,3.3,3.3,3.2,2.5,2.4,2.5,2.3,1.9
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.4,0.5,0.0,0.4,0.7,0.0,0.0,0.0,0.1,0.2,0.3,0.7
Revenue,4.3,5.2,3.7,6.0,6.3,6.1,6.3,10.8,4.8,4.7,4.1,2.7,4.2,4.6,5.0,5.1,4.6,4.1,4.1
Shares_Diluted,7.1067,8.525,7.1532,7.6433,7.7244,8.9235,8.9394,8.9359,7.306,6.0842,6.0376,6.0094,6.013999999999999,6.1209,6.3173,6.2715,6.1338,5.8808,5.8831
Total_Assets,27.9,28.6,28.2,30.9,25.9,25.6,23.6,23.0,20.6,15.6,15.2,18.1,19.6,19.5,19.3,19.3,19.3,18.6,17.5
Total_Liabilities,8.5,8.3,8.5,10.3,5.4,5.5,5.3,5.7,6.1,4.4,6.4,5.5,6.4,6.2,6.3,6.5,6.7,6.2,5.0
