AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
Current_Assets,602.7,616.4,676.1,671.5,301.7,264.9,,,,,
Current_Liabilities,284.4,276.9,288.5,270.8,247.9,229.6,,,,,
Diluted_EPS,-0.179,-0.033,0.794,-0.971,0.467,0.076,,,-0.049,-0.17800000000000002,-0.106
Goodwill_Intangibles,91.3,92.6,38.6,39.6,40.3,41.9,,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,237.0,237.5,236.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,250.9,254.2,289.7,250.8,475.2,228.0,245.4,186.5,157.9,177.3,189.6
Shares_Diluted,57.5903,57.237,49.0535,55.508,55.508,55.1517,,,,,
Total_Assets,794.1,804.3,795.9,747.3,377.8,342.0,,,,,
Total_Liabilities,547.5,542.6,539.1,522.8,264.5,245.5,,,,,
