AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017
Current_Assets,4642.0,4557.0,5181.0,5281.4,5926.2,5169.5,5034.0,5010.4,5027.4,5129.5,5366.8,5322.9,5157.6,5242.6,5370.6,5584.2,5455.8,5694.8,5601.3
Current_Liabilities,3126.0,3195.0,3614.0,3624.9,3735.0,3441.3,3572.0,3544.6,3605.1,3710.5,3905.1,3850.4,4057.7,3527.9,3659.2,3662.1,3751.6,4078.3,3574.2
Diluted_EPS,0.326,0.268,-2.043,0.217,-0.851,-0.617,-1.162,0.137,-0.17800000000000002,-1.896,-2.113,-5.3020000000000005,-2.954,-0.493,-0.008,0.546,0.813,-0.126,0.428
Goodwill_Intangibles,248.0,251.0,249.0,206.7,207.0,207.0,349.3,326.9,322.7,306.5,508.4,439.6,534.4,535.1,466.5,553.3,558.3,581.3,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1458.5
LT_Debt,980.0,982.0,1174.0,1170.5,1678.7,1678.5,1710.0,1677.2,1654.8,1647.2,1651.7,1637.6,1658.1,1651.9,1661.6,1667.4,1575.4,1607.7,1591.6
Revenue,3299.0,3122.0,3156.9,3103.1,3684.0,3347.0,3268.4,3456.9,3734.9,3697.7,4408.7,4628.6,4146.4,4133.6,806.9,4658.0,4883.8,4823.8,5027.3
Shares_Diluted,172.0,142.0,141.413,141.412,141.0,141.0,140.649,141.168,140.536,140.262,140.16299999999998,140.16299999999998,140.141,139.776,140.185,141.549,141.306,140.099,141.031
Total_Assets,6525.0,6492.0,7089.0,7258.1,7856.5,7020.9,7309.8,7271.7,7240.8,7292.5,7966.7,7883.7,8973.9,9041.7,8882.6,9148.0,9119.2,9425.2,9327.7
Total_Liabilities,5011.0,5023.0,5696.0,5660.6,6340.9,6037.3,6279.6,6142.7,6149.1,6200.8,6478.9,6324.2,6599.6,6089.4,6048.4,6105.0,6075.9,6428.9,5985.4
