AAII_QTR_DATA,12/31/2022,09/30/2022,07/01/2022,03/31/2022,12/31/2021,10/01/2021,07/02/2021,03/31/2021
Current_Assets,954.3,985.5,826.9,714.1,651.7,682.4,,
Current_Liabilities,604.6,651.8,560.8,473.4,438.2,427.9,,
Diluted_EPS,0.296,0.188,0.167,0.04,0.087,0.11,0.116,0.23
Goodwill_Intangibles,266.5,266.6,267.1,267.7,268.8,272.4,,
Inventory,251.2,240.0,200.9,172.2,108.3,94.5,,
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,513.4,467.1,403.2,439.8,337.6,338.7,341.5,318.1
Shares_Diluted,,,,,,,,
Total_Assets,1259.7,1287.8,1129.5,1017.3,944.9,977.0,,
Total_Liabilities,640.5,684.7,602.4,516.2,481.3,468.9,,
