AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,876.0,1045.4,1095.0,1047.5,695.0,587.9,610.1,768.3,686.7,588.7,670.4,650.4,541.7,426.9,407.5,426.4,390.7,384.3,355.3,388.6
Current_Liabilities,355.1,605.2,337.5,300.9,170.7,172.7,180.0,141.5,126.6,119.1,232.1,234.5,236.1,142.3,417.3,320.8,326.8,328.7,275.1,230.6
Diluted_EPS,-0.889,-1.024,-0.174,1.135,-0.089,-0.021,-0.309,1.39,0.911,1.888,0.479,1.49,0.611,0.578,0.772,1.47,0.878,0.8320000000000001,0.529,1.058
Goodwill_Intangibles,13108.9,13231.3,13348.2,13379.6,196.6,197.4,200.2,205.6,205.4,207.5,182.7,180.8,179.1,188.6,189.1,113.3,212.0,216.1,220.4,111.5
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,240.0,245.6,253.4,261.2,267.4,273.2,279.0,284.8,288.6,292.4,296.2,300.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,229.9,242.8,250.8,238.9,166.4,81.8,77.0,198.0,162.7,233.7,115.0,207.9,130.6,126.0,140.2,194.1,148.0,140.4,114.2,159.1
Shares_Diluted,64.796,64.621,64.454,50.406,45.555,36.308,36.308,68.651,68.608,68.4,68.299,68.19,68.482,68.844,69.317,69.722,70.16,71.148,72.015,72.416
Total_Assets,14566.9,14900.7,14971.4,14969.9,1381.0,1303.9,1320.2,1454.0,1372.7,1287.9,1256.0,1223.3,1130.0,1044.6,1021.7,863.0,851.0,864.8,852.0,852.8
Total_Liabilities,1447.8,1753.6,1800.6,1800.6,606.2,612.1,627.9,653.2,639.8,633.8,747.9,757.0,744.9,652.4,628.4,501.1,494.0,500.9,447.2,444.9
