AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,112.6,105.5,190.0,115.1,285.2,120.1,121.6,68.5,89.6,81.4,65.3,102.8,158.4,66.3
Current_Liabilities,57.8,126.2,131.2,206.7,15.5,51.5,87.0,73.6,147.9,112.6,123.8,114.4,157.8,153.2
Diluted_EPS,1.357,0.107,-1.192,-0.058,1.192,3.843,-40.817,-3.124,-5.726,-18.118,2.177,-0.282,4.563,-0.514
Goodwill_Intangibles,4.5,4.5,4.5,4.5,,,,,,0.0,0.0,0.0,0.0,0.0
Inventory,,,,,,,10.6,,,,6.4,,,
LT_Debt,58.3,0.0,53.0,53.0,16.5,234.0,508.6,601.2,549.0,704.2,654.3,731.5,721.8,674.7
Revenue,61.3,22.4,12.2,34.4,37.7,59.8,50.1,46.7,26.2,40.8,60.3,63.2,101.1,50.4
Shares_Diluted,38.844,38.817,28.345,14.783,10.921,10.892,11.407,11.724,7.867999999999999,6.882999999999999,6.9298,6.8462,6.9036,6.7464
Total_Assets,800.1,755.5,807.3,748.7,360.5,600.1,868.2,1428.7,1487.7,1574.1,1665.6,1758.1,1779.7,1688.9
Total_Liabilities,120.0,129.8,186.9,261.6,32.0,285.4,595.6,674.9,698.2,823.2,790.6,865.4,885.9,830.8
