AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,1161.0,1114.3,1388.2,1366.9,1423.5,1352.5,898.1,854.4,790.0,930.9,879.4,826.9,829.4,856.1,813.4,915.2
Current_Liabilities,446.6,411.7,725.1,391.4,372.1,335.9,312.5,308.9,234.0,312.9,308.9,280.5,283.5,260.0,271.3,279.2
Diluted_EPS,6.539,5.748,1.65,4.797,4.754,6.381,6.124,8.77,2.046,7.671,4.479,6.06,6.63,5.565,5.575,5.115
Goodwill_Intangibles,126.8,127.4,127.8,128.1,128.5,129.2,129.9,130.4,130.9,131.0,131.9,132.8,133.9,135.1,136.0,137.5
Inventory,530.2,524.1,498.5,479.0,458.0,414.7,401.0,370.1,354.8,371.0,365.9,370.9,376.5,395.7,396.3,389.0
LT_Debt,911.3,841.1,789.9,991.9,990.6,990.2,598.8,608.7,690.3,740.5,654.1,650.7,686.3,790.1,771.0,818.5
Revenue,723.6,662.6,576.6,622.2,590.7,566.6,527.8,512.9,410.9,559.4,534.4,555.8,563.4,536.6,538.3,563.2
Shares_Diluted,10.136,10.29,10.399,10.821,10.901,10.901,10.901,10.903,10.904000000000002,11.136,11.166,11.167,11.166,11.165999999999999,11.242,11.409
Total_Assets,2330.7,2281.6,2558.4,2437.2,2478.7,2399.4,1933.9,1880.1,1799.1,1933.7,1885.1,1771.0,1767.0,1798.2,1697.3,1839.9
Total_Liabilities,1609.3,1521.5,1796.3,1664.4,1629.5,1589.0,1174.1,1156.6,1163.9,1294.4,1202.0,1141.7,1177.8,1260.0,1207.4,1275.9
