AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,12/31/2020,06/30/2020
Current_Assets,60.7,77.7,79.6,83.9,90.3,84.5,66.8,53.5,,
Current_Liabilities,76.9,66.8,60.8,60.1,61.0,51.6,59.8,44.4,,
Diluted_EPS,,-0.6,-0.572,-0.431,-0.08,-1.638,-1.162,-0.722,0.321,0.028
Goodwill_Intangibles,26.1,27.2,28.4,29.4,30.5,12.6,13.0,13.7,,
Inventory,13.3,14.2,15.2,16.1,16.1,9.9,11.6,14.3,,
LT_Debt,11.4,21.2,21.2,18.6,18.5,3.6,36.6,24.8,0.0,0.0
Revenue,12.2,16.0,16.1,18.3,23.3,17.5,19.6,15.3,44.5,9.4
Shares_Diluted,17.8072,17.7314,17.6181,17.4559,17.3183,13.2783,9.1613,16.4412,,
Total_Assets,95.9,105.2,108.1,113.5,120.9,97.3,89.1,72.7,,
Total_Liabilities,88.4,88.2,82.0,78.7,79.5,55.2,100.8,73.5,,
