AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,46.2,44.8,31.9,34.3,35.1,40.8,48.9,31.6,32.9,24.6,29.5,28.3,21.1,21.3
Current_Liabilities,34.0,30.7,27.8,29.6,28.2,30.6,42.7,24.9,24.3,22.4,44.5,26.2,14.8,13.4
Diluted_EPS,-0.134,-0.33,-0.925,-0.514,-0.463,1.008,-2.288,-0.473,-0.5820000000000001,-1.673,-2.559,-0.735,-0.593,-0.8170000000000001
Goodwill_Intangibles,20.3,20.7,21.1,24.9,25.3,25.8,26.4,30.5,31.3,32.1,51.9,33.7,6.4,6.7
Inventory,11.2,10.3,8.5,10.0,12.0,9.8,9.8,9.0,7.6,6.6,7.0,8.2,5.8,5.5
LT_Debt,0.5,0.6,0.7,0.8,0.7,2.7,4.6,17.9,20.2,20.1,1.7,18.9,17.0,14.1
Revenue,30.7,25.0,29.5,28.9,25.8,22.4,78.2,21.3,14.5,19.2,72.9,28.3,25.8,23.9
Shares_Diluted,15.379,12.669,5.283,5.101,5.039,4.916,3.659,4.724,3.0410000000000004,2.055,2.041,2.046,2.0380000000000003,2.0278
Total_Assets,81.6,81.2,68.1,74.9,75.4,81.4,88.3,86.0,89.3,83.8,90.6,91.4,57.9,54.6
Total_Liabilities,39.2,36.7,32.3,33.6,31.6,35.4,48.4,45.8,47.6,46.0,49.9,50.5,34.6,30.3
