AAII_QTR_DATA,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,243.1,246.8,274.0,246.8,232.8,232.7,224.3,211.2,194.6,193.8,193.6,205.1,203.2,213.4,209.6,211.2,213.4
Current_Liabilities,123.2,106.7,139.0,108.3,95.6,96.9,103.6,84.8,77.5,67.0,63.5,66.9,63.3,62.6,59.9,52.9,54.6
Diluted_EPS,0.234,0.163,0.196,0.132,0.153,0.158,0.154,0.133,0.144,0.1169999999999999,0.119,0.104,0.1009999999999999,0.099,0.109,0.093,0.103
Goodwill_Intangibles,211.9,206.8,220.8,198.2,196.5,198.2,185.3,189.1,187.1,171.1,164.4,168.9,174.1,160.4,151.9,136.5,140.2
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,37.7,36.8,39.2,20.2,27.7,24.8,11.9,13.4,18.1,18.7,15.0,15.5,20.4,19.9,19.6,19.4,25.2
Revenue,144.0,137.0,138.7,133.0,120.9,119.2,107.3,104.6,94.9,86.5,85.2,90.9,85.8,77.1,71.8,72.3,72.1
Shares_Diluted,49.128,49.123,49.083,49.2622,49.107,49.091,49.082,49.1249,49.049,49.042,49.04600000000001,49.0213,48.99100000000001,48.985,48.979,48.963,48.959
Total_Assets,496.5,494.4,541.2,492.0,471.1,475.5,455.0,447.4,422.5,405.0,387.3,404.6,401.3,399.0,387.7,362.3,368.0
Total_Liabilities,244.6,237.2,279.2,226.8,211.2,212.0,200.8,187.0,175.2,156.8,143.1,156.8,153.3,149.6,144.0,118.3,124.8
