AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,4613.8,5238.1,5049.3,5894.0,5025.3,4019.7,3693.2,3358.6,3064.5,2639.3,2534.8,2931.4,3533.8,4170.1,3969.5,3925.0,3894.7,3974.8,4327.9
Current_Liabilities,4153.5,4608.6,4568.3,5094.7,4412.5,3096.7,2696.5,2392.6,2092.2,1684.0,1557.0,1606.6,2109.3,3162.4,2910.5,2902.3,2873.2,2935.9,3283.4
Diluted_EPS,0.363,0.335,0.682,0.391,0.413,0.248,0.343,0.276,0.297,-0.055,1.289,-0.161,0.633,0.857,0.7340000000000001,0.552,0.552,0.439,0.564
Goodwill_Intangibles,1561.3,1569.2,1566.1,1590.0,1614.1,1573.8,1516.8,1557.0,1526.3,1518.4,1509.7,1581.1,1605.1,1461.4,1461.5,1467.0,1482.4,1351.7,855.6
Inventory,618.6,779.9,727.5,903.8,680.5,477.9,439.3,426.5,333.7,344.3,291.0,308.8,320.0,562.6,541.3,507.3,553.7,523.1,679.3
LT_Debt,708.4,829.9,693.6,1024.1,869.1,478.1,484.2,491.6,496.9,501.8,506.9,1043.3,1145.9,574.7,671.0,666.5,649.7,659.9,706.6
Revenue,12481.6,13877.7,15661.3,17122.1,12382.0,9942.8,8350.9,7085.5,5957.9,4702.1,4482.7,3158.3,8015.2,9358.1,9322.7,9459.4,8678.8,9988.6,10429.5
Shares_Diluted,62.8,62.4,62.3,62.4,63.7,62.4,63.3,63.8,63.6,63.1,63.6,63.3,65.4,65.9,65.7,67.0,67.4,67.4,67.7
Total_Assets,7485.8,8164.6,7970.3,8795.7,7968.0,5942.4,5544.3,5249.8,4925.4,4500.3,4392.3,4881.0,5498.9,5992.4,5797.5,5751.2,5733.2,5676.9,6008.0
Total_Liabilities,5477.5,6179.8,6030.6,6880.0,6026.6,4029.7,3624.6,3303.6,2985.9,2591.0,2476.3,3066.0,3652.5,4102.0,3955.4,3951.7,3892.9,3861.4,4242.8
