AAII_QTR_DATA,07/02/2022,04/02/2022,01/01/2022,10/02/2021,07/03/2021,04/03/2021,01/02/2021,10/03/2020,07/04/2020,04/04/2020,01/04/2020,09/28/2019,06/29/2019,03/30/2019,12/29/2018,09/29/2018
Current_Assets,7428.0,7644.0,7441.0,7515.0,7548.0,7565.0,7504.0,8619.0,8235.0,8685.0,7241.0,7363.0,6996.0,6683.0,6734.0,7055.0
Current_Liabilities,3474.0,3337.0,3136.0,3052.0,3007.0,3123.0,3270.0,3991.0,4072.0,4515.0,3846.0,3766.0,3579.0,3432.0,3506.0,3423.0
Diluted_EPS,1.002,0.879,0.93,0.817,0.801,0.749,1.029,0.502,-0.40299999999999997,0.218,0.866,0.9520000000000001,0.929,0.757,1.014,2.258
Goodwill_Intangibles,2278.0,2147.0,2149.0,2152.0,2155.0,2152.0,2157.0,2159.0,2153.0,2150.0,2150.0,2142.0,2147.0,2141.0,2218.0,2209.0
Inventory,3739.0,3663.0,3468.0,3670.0,3664.0,3705.0,3513.0,4252.0,4262.0,4385.0,4069.0,4436.0,4311.0,4047.0,3818.0,4030.0
LT_Debt,3559.0,3648.0,3761.0,3765.0,3826.0,3836.0,3860.0,3865.0,3625.0,3638.0,3249.0,3604.0,3613.0,3523.0,3526.0,3857.0
Revenue,3154.0,3001.0,3322.0,2990.0,3191.0,2879.0,3667.0,2735.0,2472.0,2777.0,4035.0,3259.0,3227.0,3109.0,3750.0,3200.0
Shares_Diluted,216.658,219.607,222.695,226.49,228.446,228.284,229.405,229.279,228.247,228.927,229.769,231.097,233.545,236.437,242.608,249.378
Total_Assets,15879.0,15911.0,15827.0,15269.0,15379.0,15414.0,15443.0,15861.0,15471.0,15946.0,15018.0,15062.0,14796.0,14480.0,14264.0,14669.0
Total_Liabilities,9078.0,8994.0,9012.0,9232.0,9278.0,9418.0,9598.0,10120.0,9944.0,10412.0,9500.0,9610.0,9460.0,9247.0,9072.0,9126.0
