AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,408.0,331.5,364.0,412.9,461.9,610.2,656.4,653.0,,,,
Current_Liabilities,430.6,378.0,405.3,473.0,540.0,497.5,573.3,575.6,,,,
Diluted_EPS,0.148,0.125,0.093,0.122,0.016,0.209,-0.009,0.014,-0.104,-0.171,-0.206,-3.393
Goodwill_Intangibles,797.1,797.2,796.9,795.3,798.1,796.7,755.4,753.4,,,,
Inventory,24.2,12.8,14.1,21.2,17.9,11.8,17.1,21.7,,,,
LT_Debt,264.4,264.9,265.4,265.9,266.4,460.1,897.9,889.4,0.0,0.0,0.0,0.0
Revenue,161.1,165.0,156.8,147.7,130.8,163.9,139.5,115.5,24.1,1.4,,
Shares_Diluted,195.824,198.8482,82.0235,79.259,79.4983,77.4988,195.1484,195.1484,,,,
Total_Assets,1227.5,1151.4,1180.5,1223.1,1274.2,1408.8,1413.1,1407.1,,,,
Total_Liabilities,1624.8,1534.1,1606.0,1648.7,2149.4,2269.5,1471.8,1465.5,,,,
