AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020
Current_Assets,17.4,34.1,33.3,50.2,81.3,105.5,,,,,
Current_Liabilities,32.0,23.3,14.9,9.5,14.3,18.0,,,,,
Diluted_EPS,-0.234,-0.296,-0.304,-0.357,-0.318,-0.326,-0.125,-0.088,-0.109,-0.039,-0.058
Goodwill_Intangibles,84.1,85.8,87.4,89.5,,,,,,,
Inventory,3.8,3.6,3.8,3.1,1.3,0.9,,,,,
LT_Debt,136.6,134.0,127.8,119.4,25.1,24.3,0.0,0.0,0.0,0.0,0.0
Revenue,6.7,6.6,6.3,6.3,0.3,0.3,0.2,0.1,0.1,0.0,0.0
Shares_Diluted,100.4623,89.5032,89.245,88.6073,81.0093,86.8284,,,,,
Total_Assets,298.6,278.7,262.1,264.4,126.5,143.9,,,,,
Total_Liabilities,194.5,157.4,142.8,129.0,39.5,42.2,,,,,
