AAII_QTR_DATA,01/31/2023,10/31/2022,07/31/2022,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,03/31/2021,01/31/2021,12/31/2020,10/31/2020,09/30/2020,07/31/2020,06/30/2020,04/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019
Current_Assets,405.7,322.5,236.6,257.8,427.2,262.3,275.1,232.3,2.5,,4.0,,1.9,,2.1,,2.3,2.5,3.0,0.3
Current_Liabilities,425.1,329.4,458.4,447.6,545.7,395.7,342.1,310.6,4.0,,3.8,,0.3,,0.4,,0.4,0.3,0.1,0.3
Diluted_EPS,-0.326,-3.214,-0.74,-0.136,0.059,-0.322,-0.459,-0.281,0.484,-0.413,-0.851,24.27,-0.001,-0.533,-0.003,-3.261,-0.118,-0.002,0.0,0.0
Goodwill_Intangibles,1195.8,1231.8,1859.2,2119.7,1741.0,1777.1,1707.9,1189.9,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,581.8,582.9,584.0,616.5,462.2,463.0,463.8,507.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,140.3,139.4,140.6,134.8,166.2,170.6,230.6,91.7,,71.8,0.0,75.7,0.0,116.8,0.0,118.3,0.0,0.0,0.0,0.0
Shares_Diluted,164.109,164.368,164.089,158.7655,133.284,133.116,133.106,133.059,86.25,,86.25,,86.25,,86.25,,86.25,86.25,86.25,86.25
Total_Assets,1642.7,1595.4,2292.0,2428.1,2221.9,2088.7,2034.4,1458.1,699.5,,700.9,,699.2,,699.3,,699.5,697.8,695.5,0.3
Total_Liabilities,1110.9,1021.5,1180.7,1202.4,1162.1,1042.3,973.7,915.8,110.4,,153.5,,21.7,,21.7,,21.8,21.6,21.4,0.3
