AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
Current_Assets,588.8,552.0,579.6,521.3,492.6,446.7,469.4,436.5,204.6,,,,
Current_Liabilities,309.7,264.3,304.5,265.1,220.4,190.5,187.2,167.3,157.5,,,,
Diluted_EPS,0.059,0.155,0.013,-0.096,-0.162,-0.112,-0.086,-1.679,0.056,0.038,0.162,0.051,0.053
Goodwill_Intangibles,232.7,184.3,185.2,186.0,186.9,187.7,124.2,124.3,124.5,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,31.5,31.7,31.7,31.9,32.3,0.0,0.0,0.0,0.0
Revenue,386.3,364.4,342.9,335.5,313.8,275.3,251.5,225.8,213.6,213.7,207.2,183.3,212.9
Shares_Diluted,124.329,114.4045,124.8456,108.6858,108.0591,107.0792,105.8966,102.739,95.9858,,,,
Total_Assets,875.3,792.8,807.8,745.0,723.2,686.4,632.1,597.1,348.3,,,,
Total_Liabilities,362.1,293.7,337.6,299.8,288.1,259.5,221.5,203.8,196.0,,,,
