AAII_QTR_DATA,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,75.7,75.0,74.2,61.0,61.2,58.4,65.3,57.6,55.9
Current_Liabilities,35.4,28.6,27.0,24.3,26.9,25.0,31.7,24.5,24.0
Diluted_EPS,0.044,0.1,0.06,0.121,0.047,0.033,0.073,0.026,-0.008
Goodwill_Intangibles,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8
Inventory,,,1.0,,,1.0,5.1,,
LT_Debt,26.4,33.6,35.8,24.4,26.4,28.4,30.4,21.9,18.7
Revenue,48.4,47.8,44.8,44.1,44.7,44.4,47.5,36.7,29.5
Shares_Diluted,24.5543,24.5225,24.5225,24.5225,24.5225,24.5225,24.5262,25.2924,25.4514
Total_Assets,159.4,156.3,149.2,129.4,128.3,126.4,131.0,112.5,109.8
Total_Liabilities,88.2,86.1,81.5,63.2,65.1,64.3,69.7,52.9,48.9
