AAII_QTR_DATA,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018
Current_Assets,208.3,311.7,341.5,416.1,358.5,323.8,379.5,442.5,243.2,292.5,374.0
Current_Liabilities,814.9,826.5,802.5,728.7,649.6,641.8,531.7,538.9,453.8,458.0,401.4
Diluted_EPS,-0.167,-0.155,-0.164,-0.443,-0.016,-0.087,0.089,0.105,0.061,-0.015,
Goodwill_Intangibles,234.9,271.6,275.9,203.1,207.7,152.7,154.3,143.7,131.6,123.4,73.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,111.6,163.8,198.0,204.6,209.7,193.2,211.1,209.5,51.5,61.1,61.1
Revenue,146.1,107.4,158.6,116.8,138.9,125.0,205.6,171.5,143.9,97.6,140.8
Shares_Diluted,161.5396,161.0736,161.711,160.8612,162.3104,161.803,153.9198,162.9302,162.9302,162.9302,162.9302
Total_Assets,1097.1,1203.8,1238.7,1204.1,1217.1,1214.3,952.2,952.7,700.0,702.5,633.9
Total_Liabilities,1078.7,1161.0,1175.9,1120.8,1061.8,1055.2,780.9,789.5,547.7,549.5,479.4
