AAII_QTR_DATA,12/31/2020,06/30/2020,12/31/2019,06/30/2019
Current_Assets,28.3,16.6,,
Current_Liabilities,5.6,3.1,,
Diluted_EPS,0.514,0.097,0.414,0.096
Goodwill_Intangibles,4.3,4.3,,
Inventory,2.7,2.5,,
LT_Debt,0.0,0.0,0.0,0.0
Revenue,23.2,6.5,17.9,5.8
Shares_Diluted,,,,
Total_Assets,39.7,25.1,,
Total_Liabilities,5.7,3.2,,
