AAII_QTR_DATA,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017
Current_Assets,0.3,0.4,0.5,0.1,0.2,0.2,0.1,0.0
Current_Liabilities,4.4,4.8,4.4,1.7,1.5,0.9,0.9,0.6
Diluted_EPS,-0.019,-0.044,-0.036,-0.027,-0.018,-0.015,-0.016,-0.011
Goodwill_Intangibles,0.1,0.1,,,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0
Shares_Diluted,19.7447,17.0774,16.7233,17.2742,16.5284,16.011,15.5245,14.5719
Total_Assets,0.5,0.6,0.5,0.2,0.3,0.2,0.1,0.0
Total_Liabilities,4.4,4.8,4.4,1.7,1.5,0.9,0.9,0.6
