AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,1095.4,938.7,927.9,922.5,932.0,846.9,848.2,802.3,745.7,720.7,670.6,,,,
Current_Liabilities,844.2,745.6,1057.6,1063.0,1117.0,1090.0,821.2,798.3,677.3,662.9,680.5,,,,
Diluted_EPS,0.069,0.168,0.296,0.281,0.171,0.178,0.115,0.081,0.015,0.093,0.136,0.208,0.054,0.131,0.07
Goodwill_Intangibles,4900.3,3185.0,3099.9,3226.8,3351.1,3428.1,3546.9,3606.4,3539.2,3864.5,2170.7,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,2424.5,1190.0,906.3,990.1,1046.8,1107.6,1458.8,1460.1,1495.4,2201.6,1407.8,0.0,0.0,0.0,0.0
Revenue,926.6,850.9,830.7,842.8,809.1,810.4,751.0,719.9,664.2,581.7,561.1,503.4,412.5,349.0,332.6
Shares_Diluted,276.0,273.0,269.0,269.0,269.0,273.0,269.0,268.0,259.0,296.447,266.4446,,,,
Total_Assets,6715.7,4803.1,4691.0,4782.8,4886.8,4897.6,4997.6,4981.4,4813.6,4908.3,3387.3,,,,
Total_Liabilities,4014.3,2320.5,2370.5,2475.8,2602.8,2662.2,2800.0,2797.3,2702.7,3447.1,2408.7,,,,
