AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020
Current_Assets,291.6,308.6,322.3,345.6,375.0,100.2,89.6,,,,
Current_Liabilities,26.3,36.4,63.2,57.4,58.8,68.6,44.9,,,,
Diluted_EPS,-1.187,-1.826,-0.127,-0.073,-0.088,-0.041,-0.013,-0.002,0.011,-0.093,0.074
Goodwill_Intangibles,11.0,10.2,9.4,9.7,9.1,7.8,6.5,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,178.1,177.3,146.6,135.8,134.9,35.0,30.7,0.0,0.0,0.0,0.0
Revenue,58.9,59.7,56.8,45.8,42.6,41.2,111.9,37.2,34.4,35.5,86.3
Shares_Diluted,11.8154,11.7725,374.5075,371.5402,371.9903,371.9903,371.9903,,,,
Total_Assets,305.4,321.5,334.2,358.5,387.8,147.2,133.9,,,,
Total_Liabilities,205.4,214.9,211.0,195.2,221.0,108.4,81.2,,,,
