AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,113.5,140.6,143.1,115.0,212.3,334.3,94.5,113.7,99.6,111.7,98.0,115.3,44.1,55.8,71.6,87.0,113.4
Current_Liabilities,564.9,500.9,70.8,376.1,381.0,369.0,65.4,74.4,79.9,68.1,20.7,17.0,14.2,11.6,12.5,12.4,27.7
Diluted_EPS,-0.272,-0.268,-0.277,-0.238,-0.258,-0.23,-0.224,-0.229,-0.208,-0.588,-0.172,-0.138,-0.1,-0.159,-0.158,-0.1689999999999999,-0.22
Goodwill_Intangibles,19.5,20.0,20.5,21.7,22.3,1.4,1.4,1.4,1.4,1.5,,,,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,245.7,241.3,661.1,312.5,309.4,306.3,303.2,300.3,297.3,254.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,0.4,0.1,0.1,0.0,0.0,0.4,0.1,0.3,0.1,0.6,0.2,0.4,0.2,0.0,0.0,0.0,0.0
Shares_Diluted,428.3815,403.6438,400.0597,397.9916,397.8824,397.118,391.8536,384.8205,382.7415,377.0675,381.7632,372.2863,371.9892,98.4654,98.3317,98.5944,81.2613
Total_Assets,343.4,362.4,352.9,317.7,389.6,468.9,214.4,246.3,209.4,221.4,180.5,196.2,127.0,143.1,160.2,175.7,208.3
Total_Liabilities,872.4,809.7,779.6,737.5,725.2,711.1,402.9,404.2,395.2,341.2,31.9,26.5,24.4,22.4,24.3,24.4,40.5
