AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,143.4,126.6,121.0,113.8,90.8,150.6,,,,,,
Current_Liabilities,58.5,56.1,60.9,58.0,57.7,61.4,,,,,,
Diluted_EPS,0.024,0.028,0.011,0.011,0.003,-0.027,-0.063,-0.007,0.02,0.004,0.011,0.001
Goodwill_Intangibles,813.3,839.1,849.0,861.0,873.7,874.0,,,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,334.4,334.9,335.4,335.8,304.0,372.7,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,91.6,90.9,89.5,88.4,85.3,83.2,79.9,76.3,73.4,73.3,69.5,67.2
Shares_Diluted,180.504,180.184,183.865,175.752,158.124,158.231,,,,,,
Total_Assets,1038.8,1050.2,1055.7,1062.6,1038.8,1068.1,,,,,,
Total_Liabilities,432.8,431.6,437.3,444.7,405.5,453.4,,,,,,
